jee_main_score,jee_advanced_score,mock_test_score_avg,class_12_percent,attempt_count,daily_study_hours,school_board_icse,school_board_state,coaching_institute_fiitjee,coaching_institute_local,coaching_institute_nan,family_income_low,family_income_mid,parent_education_graduate,parent_education_pg,parent_education_upto 10th,location_type_semi-urban,location_type_urban,peer_pressure_level_low,peer_pressure_level_medium,mental_health_issues_True,admission_taken_True,dropout
-2.2399201322803792,-0.6294095314644934,0.7923539818280908,0.7660775368100644,-1.0075283371329782,0.2608501663459925,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.5428839241043522,-1.2819667707216236,0.25202956775356683,1.885819820829305,-1.0075283371329782,1.675699245272388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.7911264972711323,0.9780941879772053,1.409266435903832,-0.6692284817964161,0.9925279152401798,-0.14339242763297752,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.21159737978833953,-2.009964153245474,-0.762130742152666,-1.5019095620943606,0.9925279152401798,1.4735779482829032,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.7123980133866775,0.09355850817490942,-1.1046728551251443,-0.48192613610592466,-1.0075283371329782,1.0693353543039326,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.44851179888507864,1.6155633985809918,0.5499654596264344,-0.8361718768683757,-1.0075283371329782,-0.04233177913823491,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.22034498910883485,0.22997943391556205,-0.8816417496270934,0.5003932312382264,0.9925279152401798,-0.9518776155909179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.5984287821107468,0.4097784420345787,0.3656491875355924,-0.10324965460123613,0.9925279152401798,0.6650927603249626,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.6385219914963491,0.32868028802285487,2.4318430139420655,1.1437360707838273,-1.0075283371329782,-1.0529382640856604,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.22982156587270408,-0.7406837427829056,-0.8648092133630894,-0.439172339807008,0.9925279152401798,0.9177443815618189,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
-0.17402639775681467,0.5380266855880036,-0.004666610272492936,0.23369097813546288,0.9925279152401798,-0.6486956701066902,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
-0.8315550316806871,-2.2431999295117517,1.1710860477681777,-0.58473883672951,-1.0075283371329782,-0.34551372462246277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
-0.9620402040447372,-1.7000308979913652,-1.098781467432743,-1.5619684664190285,-1.0075283371329782,-0.34551372462246277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.03008448638806906,-2.209251865041727,-0.44988719445539427,-1.3359841145533273,-1.0075283371329782,1.1198656785513041,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
-0.0493729649397606,0.8423019300971081,2.028703770419174,-0.7720411824200015,-1.0075283371329782,-0.8508169670961755,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.33916668237889136,0.14385193701938942,-0.7495063399546631,-0.09612402188475073,-1.0075283371329782,2.181002487746101,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
0.24075607752332323,0.04640841863320923,-1.0129355324863232,1.199723184984789,0.9925279152401798,0.8166837330670763,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.355932933576507,2.1493024121930375,0.7224989563324737,-0.26001357436393047,0.9925279152401798,0.5135017875828488,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.8752930782831616,0.8718493195432411,-0.44988719445539427,1.02056441954171,0.9925279152401798,-0.8508169670961755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.2241331586356337,0.9630061593238607,-0.4204302559933874,0.010760468862541566,0.9925279152401798,2.7873663787145557,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.7043793715095572,-1.049359662315903,-0.22853934258374395,-2.5381801485776214,-1.0075283371329782,-1.1539989125804029,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.22836363098595522,0.10487452966491788,0.5205085211644281,-0.704856645378846,0.9925279152401798,-1.8614234520436008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.1798581373038112,-0.09504184999189132,-0.8159948581974783,-0.2254033583124263,-1.0075283371329782,1.8272902180145016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1.431888879997389,-0.29558689750925593,-0.4650364770929977,-1.1527535589865427,-1.0075283371329782,0.1597895178512499,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
0.918695799861684,0.16334064069662566,1.168561167328577,-0.16941624411146455,0.9925279152401798,-0.5981653458593191,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.044999160279512944,1.135261153116206,0.007116165112309812,-0.8035975558787243,0.9925279152401798,0.8166837330670763,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.8778736230327073,-0.2528374829914478,-0.4768192524778005,0.6367982003823889,-1.0075283371329782,-1.0024079398382892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.8039976011423788,0.9158560697821605,1.1357377216137694,-0.2701930496731957,0.9925279152401798,-0.19392275188034908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-2.4090405791432823,-2.065286924974403,-0.596330259952228,0.007706626269761704,0.9925279152401798,-1.0529382640856604,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
-0.07926063011811821,-0.6998203318467655,-0.40191446610298326,-1.0387434355227652,-1.0075283371329782,-2.0635447490330856,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
-1.545943126187777,0.4166937885006947,-0.643461361491439,1.0724797436189661,0.9925279152401798,0.1597895178512499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3872785336416135,-0.05857911407964328,-0.946447014243508,0.70500068495447,0.9925279152401798,2.181002487746101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.5389037618635264,0.045151082912097476,1.22663341743939,-0.28851610522987486,-1.0075283371329782,0.4629714633354778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.7619677995361486,-0.4980179486082887,-0.5727647091826226,-0.29462379041543313,-1.0075283371329782,-1.0024079398382892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
